DRMM	301	0.1554
DRMM	303	0.5300
DRMM	306	0.3789
DRMM	307	0.5678
DRMM	310	0.3508
DRMM	314	0.0583
DRMM	318	0.0905
DRMM	320	0.3034
DRMM	321	0.5856
DRMM	322	0.0779
DRMM	323	0.2923
DRMM	324	0.7498
DRMM	325	0.3657
DRMM	326	0.8380
DRMM	327	0.3879
DRMM	328	0.7419
DRMM	329	0.7050
DRMM	330	0.6286
DRMM	331	0.5561
DRMM	336	0.2832
DRMM	339	0.6978
DRMM	341	0.6648
DRMM	344	0.2638
DRMM	345	0.4341
DRMM	346	0.3481
DRMM	347	0.3440
DRMM	349	0.4788
DRMM	350	0.3452
DRMM	351	0.4231
DRMM	352	0.1454
DRMM	353	0.5272
DRMM	354	0.2811
DRMM	355	0.2645
DRMM	356	0.1515
DRMM	357	0.5957
DRMM	358	0.6590
DRMM	359	0.1413
DRMM	362	0.2856
DRMM	363	0.4008
DRMM	365	0.7391
DRMM	367	0.2902
DRMM	372	0.6114
DRMM	374	0.6643
DRMM	375	0.5232
DRMM	378	0.0954
DRMM	379	0.1937
DRMM	383	0.2174
DRMM	385	0.6407
DRMM	389	0.1618
DRMM	393	0.2567
DRMM	394	0.2296
DRMM	397	0.6259
DRMM	399	0.3005
DRMM	401	0.3256
DRMM	404	0.5563
DRMM	405	0.3625
DRMM	408	0.4276
DRMM	409	0.3476
DRMM	414	0.6829
DRMM	416	0.6877
DRMM	419	0.5164
DRMM	425	0.7658
DRMM	426	0.1477
DRMM	427	0.5059
DRMM	433	0.0490
DRMM	435	0.4187
DRMM	436	0.2052
DRMM	439	0.3127
DRMM	441	0.7600
DRMM	442	0.1836
DRMM	443	0.4861
DRMM	445	0.5185
DRMM	448	0.2323
DRMM	450	0.6938
DRMM	610	0.2611
DRMM	611	0.4387
DRMM	612	0.5654
DRMM	613	0.5906
DRMM	614	0.8054
DRMM	615	0.4709
DRMM	616	0.8275
DRMM	617	0.4640
DRMM	618	0.4076
DRMM	619	0.7183
DRMM	635	0.7715
DRMM	641	0.5529
DRMM	646	0.6309
DRMM	647	0.5256
DRMM	648	0.6450
DRMM	649	0.8235
DRMM	655	0.1230
DRMM	680	0.4202
DRMM	681	0.7396
DRMM	682	0.3678
DRMM	684	0.4074
DRMM	685	0.4589
DRMM	686	0.5805
DRMM	687	0.6642
DRMM	688	0.2427
DRMM	689	0.3326
MP-COS	301	0.1830
MP-COS	303	0.5723
MP-COS	306	0.3333
MP-COS	307	0.5347
MP-COS	310	0.2625
MP-COS	314	0.0610
MP-COS	318	0.0660
MP-COS	320	0.3141
MP-COS	321	0.5859
MP-COS	322	0.1548
MP-COS	323	0.4643
MP-COS	324	0.6533
MP-COS	325	0.3260
MP-COS	326	0.7345
MP-COS	327	0.5819
MP-COS	328	0.6686
MP-COS	329	0.3839
MP-COS	330	0.4526
MP-COS	331	0.5220
MP-COS	336	0.1576
MP-COS	339	0.5336
MP-COS	341	0.4873
MP-COS	344	0.2666
MP-COS	345	0.4425
MP-COS	346	0.4217
MP-COS	347	0.3526
MP-COS	349	0.4570
MP-COS	350	0.2190
MP-COS	351	0.6710
MP-COS	352	0.1728
MP-COS	353	0.5062
MP-COS	354	0.3086
MP-COS	355	0.3054
MP-COS	356	0.1030
MP-COS	357	0.5707
MP-COS	358	0.5332
MP-COS	359	0.2244
MP-COS	362	0.4411
MP-COS	363	0.2638
MP-COS	365	0.8136
MP-COS	367	0.3377
MP-COS	372	0.3279
MP-COS	374	0.5618
MP-COS	375	0.4919
MP-COS	378	0.0982
MP-COS	379	0.1106
MP-COS	383	0.2231
MP-COS	385	0.6195
MP-COS	389	0.1468
MP-COS	393	0.2939
MP-COS	394	0.1493
MP-COS	397	0.5865
MP-COS	399	0.2804
MP-COS	401	0.2686
MP-COS	404	0.5721
MP-COS	405	0.2652
MP-COS	408	0.4210
MP-COS	409	0.2383
MP-COS	414	0.6462
MP-COS	416	0.6760
MP-COS	419	0.2760
MP-COS	425	0.7375
MP-COS	426	0.1457
MP-COS	427	0.4812
MP-COS	433	0.0250
MP-COS	435	0.3230
MP-COS	436	0.2138
MP-COS	439	0.3179
MP-COS	441	0.7828
MP-COS	442	0.2245
MP-COS	443	0.3866
MP-COS	445	0.5313
MP-COS	448	0.1824
MP-COS	450	0.6617
MP-COS	610	0.2081
MP-COS	611	0.6356
MP-COS	612	0.4599
MP-COS	613	0.4822
MP-COS	614	0.4590
MP-COS	615	0.2695
MP-COS	616	0.6859
MP-COS	617	0.6000
MP-COS	618	0.5188
MP-COS	619	0.7430
MP-COS	635	0.7931
MP-COS	641	0.5738
MP-COS	646	0.4887
MP-COS	647	0.3498
MP-COS	648	0.5470
MP-COS	649	0.7434
MP-COS	655	0.1441
MP-COS	680	0.5865
MP-COS	681	0.7256
MP-COS	682	0.5978
MP-COS	684	0.2570
MP-COS	685	0.4498
MP-COS	686	0.6199
MP-COS	687	0.6395
MP-COS	688	0.2789
MP-COS	689	0.1830
PACRR-DRMM	301	0.1830
PACRR-DRMM	303	0.6013
PACRR-DRMM	306	0.3601
PACRR-DRMM	307	0.5696
PACRR-DRMM	310	0.4319
PACRR-DRMM	314	0.0808
PACRR-DRMM	318	0.0672
PACRR-DRMM	320	0.2938
PACRR-DRMM	321	0.5626
PACRR-DRMM	322	0.0641
PACRR-DRMM	323	0.4561
PACRR-DRMM	324	0.7534
PACRR-DRMM	325	0.3910
PACRR-DRMM	326	0.8362
PACRR-DRMM	327	0.4778
PACRR-DRMM	328	0.8010
PACRR-DRMM	329	0.6250
PACRR-DRMM	330	0.4830
PACRR-DRMM	331	0.5612
PACRR-DRMM	336	0.2208
PACRR-DRMM	339	0.5959
PACRR-DRMM	341	0.5125
PACRR-DRMM	344	0.3345
PACRR-DRMM	345	0.5748
PACRR-DRMM	346	0.3578
PACRR-DRMM	347	0.3674
PACRR-DRMM	349	0.4847
PACRR-DRMM	350	0.3580
PACRR-DRMM	351	0.6612
PACRR-DRMM	352	0.1485
PACRR-DRMM	353	0.5067
PACRR-DRMM	354	0.3001
PACRR-DRMM	355	0.3814
PACRR-DRMM	356	0.1014
PACRR-DRMM	357	0.6033
PACRR-DRMM	358	0.6459
PACRR-DRMM	359	0.1824
PACRR-DRMM	362	0.4035
PACRR-DRMM	363	0.3396
PACRR-DRMM	365	0.8548
PACRR-DRMM	367	0.3063
PACRR-DRMM	372	0.4904
PACRR-DRMM	374	0.5936
PACRR-DRMM	375	0.4838
PACRR-DRMM	378	0.1064
PACRR-DRMM	379	0.2782
PACRR-DRMM	383	0.1657
PACRR-DRMM	385	0.6205
PACRR-DRMM	389	0.1398
PACRR-DRMM	393	0.2882
PACRR-DRMM	394	0.3061
PACRR-DRMM	397	0.3962
PACRR-DRMM	399	0.2827
PACRR-DRMM	401	0.2649
PACRR-DRMM	404	0.5549
PACRR-DRMM	405	0.2324
PACRR-DRMM	408	0.4223
PACRR-DRMM	409	0.4388
PACRR-DRMM	414	0.6387
PACRR-DRMM	416	0.6776
PACRR-DRMM	419	0.2895
PACRR-DRMM	425	0.7500
PACRR-DRMM	426	0.1908
PACRR-DRMM	427	0.4605
PACRR-DRMM	433	0.0440
PACRR-DRMM	435	0.3477
PACRR-DRMM	436	0.2092
PACRR-DRMM	439	0.2839
PACRR-DRMM	441	0.7289
PACRR-DRMM	442	0.1957
PACRR-DRMM	443	0.5606
PACRR-DRMM	445	0.4398
PACRR-DRMM	448	0.1926
PACRR-DRMM	450	0.6969
PACRR-DRMM	610	0.2964
PACRR-DRMM	611	0.5291
PACRR-DRMM	612	0.5401
PACRR-DRMM	613	0.5293
PACRR-DRMM	614	0.5041
PACRR-DRMM	615	0.2869
PACRR-DRMM	616	0.8068
PACRR-DRMM	617	0.5663
PACRR-DRMM	618	0.4418
PACRR-DRMM	619	0.8420
PACRR-DRMM	635	0.8158
PACRR-DRMM	641	0.6148
PACRR-DRMM	646	0.5602
PACRR-DRMM	647	0.4508
PACRR-DRMM	648	0.6702
PACRR-DRMM	649	0.7445
PACRR-DRMM	655	0.1182
PACRR-DRMM	680	0.4128
PACRR-DRMM	681	0.7571
PACRR-DRMM	682	0.6474
PACRR-DRMM	684	0.3945
PACRR-DRMM	685	0.4804
PACRR-DRMM	686	0.6989
PACRR-DRMM	687	0.6406
PACRR-DRMM	688	0.3023
PACRR-DRMM	689	0.4572
